"acc_y";"acc_z";"time_ms";"acc_x"
400;482;6844;-786
400;459;6849;-786
400;459;6854;-786
400;459;6859;-786
380;450;6864;-767
380;450;6868;-767
402;483;6873;-754
401;464;6878;-791
401;451;6883;-769
383;451;6888;-769
383;451;6893;-756
383;451;6898;-756
383;451;6903;-756
402;478;6907;-756
402;478;6912;-785
417;486;6917;-785
382;449;6922;-769
399;482;6927;-753
399;482;6932;-753
417;485;6937;-766
417;485;6942;-766
417;485;6946;-766
417;485;6951;-774
382;448;6956;-774
382;448;6961;-756
396;477;6966;-756
414;484;6971;-768
414;484;6976;-768
403;466;6981;-775
403;466;6985;-754
403;466;6990;-754
394;478;6995;-754
394;478;7000;-766
414;486;7005;-785
414;486;7010;-785
406;470;7015;-785
406;470;7020;-785
392;474;7024;-754
413;484;7029;-767
413;484;7034;-785
413;484;7039;-785
405;471;7044;-785
383;444;7049;-752
383;444;7054;-765
383;444;7059;-765
383;444;7063;-765
415;489;7068;-765
410;475;7073;-781
387;446;7078;-778
387;446;7083;-778
387;446;7088;-763
416;484;7093;-763
409;472;7098;-782
409;472;7102;-782
409;472;7107;-780
409;472;7112;-780
388;446;7117;-780
387;469;7122;-764
387;478;7127;-764
411;478;7132;-781
411;478;7137;-783
387;448;7141;-783
387;470;7146;-753
389;470;7151;-753
389;470;7156;-753
389;470;7161;-753
411;477;7166;-780
411;447;7171;-780
389;447;7176;-780
386;468;7180;-756
414;485;7185;-780
414;485;7190;-780
414;485;7195;-783
414;485;7200;-783
387;444;7205;-783
387;444;7210;-783
387;463;7215;-757
387;463;7219;-757
411;486;7224;-778
391;451;7229;-785
391;451;7234;-785
385;464;7239;-756
385;464;7244;-756
385;464;7249;-758
385;464;7254;-758
411;484;7258;-785
411;484;7263;-785
393;449;7268;-785
382;461;7273;-759
412;483;7278;-759
412;483;7283;-759
412;483;7288;-782
414;483;7293;-782
382;458;7297;-782
382;458;7302;-759
382;458;7307;-756
382;458;7312;-756
409;485;7317;-756
412;483;7322;-756
412;483;7327;-778
381;456;7331;-759
381;456;7336;-758
407;486;7341;-758
407;486;7346;-758
414;482;7351;-773
414;482;7356;-786
414;482;7361;-786
396;453;7366;-786
396;453;7370;-786
407;484;7375;-755
414;482;7380;-775
414;482;7385;-786
414;482;7390;-786
399;457;7395;-786
381;452;7400;-757
381;452;7405;-772
381;452;7409;-772
381;452;7414;-772
417;487;7419;-772
397;457;7424;-786
380;457;7429;-754
380;457;7434;-754
380;457;7439;-771
415;487;7444;-785
400;455;7448;-785
400;455;7453;-785
400;455;7458;-785
400;455;7463;-767
382;452;7468;-767
417;486;7473;-771
417;486;7478;-771
400;457;7483;-787
383;451;7487;-765
383;451;7492;-765
383;451;7497;-771
383;451;7502;-771
402;482;7507;-771
402;482;7512;-771
401;462;7517;-789
401;462;7522;-789
382;448;7526;-767
402;483;7531;-751
402;463;7536;-785
400;463;7541;-785
400;463;7546;-785
400;463;7551;-768
400;447;7556;-754
380;447;7561;-754
380;447;7565;-754
399;481;7570;-754
417;485;7575;-787
382;448;7580;-770
382;448;7585;-770
382;448;7590;-753
397;479;7595;-753
418;486;7600;-770
418;486;7604;-770
418;486;7609;-774
418;486;7614;-774
380;448;7619;-774
397;481;7624;-753
397;481;7629;-753
417;486;7634;-766
417;486;7639;-774
407;470;7643;-774
407;470;7648;-774
394;478;7653;-751
394;478;7658;-766
394;478;7663;-766
416;485;7668;-766
416;485;7673;-766
406;470;7678;-783
392;474;7682;-755
392;474;7687;-765
392;474;7692;-765
416;488;7697;-765
406;472;7702;-785
406;472;7707;-753
406;472;7712;-753
406;472;7717;-753
384;448;7721;-753
418;486;7726;-766
408;472;7731;-783
408;472;7736;-783
408;472;7741;-777
385;446;7746;-777
415;485;7751;-777
415;485;7756;-763
415;485;7760;-763
415;485;7765;-782
407;477;7770;-782
385;445;7775;-778
385;472;7780;-778
388;472;7785;-763
388;472;7790;-782
388;472;7794;-782
409;477;7799;-782
409;477;7804;-780
384;444;7809;-780
384;444;7814;-780
388;468;7819;-753
410;475;7824;-753
410;475;7829;-783
387;445;7833;-783
387;445;7838;-755
387;445;7843;-755
388;468;7848;-755
388;468;7853;-755
413;484;7858;-780
413;484;7863;-780
388;449;7868;-779
388;449;7872;-779
388;464;7877;-754
416;486;7882;-758
416;486;7887;-758
416;486;7892;-784
416;486;7897;-784
389;448;7902;-756
389;448;7907;-756
383;460;7911;-760
383;460;7916;-760
410;486;7921;-760
410;483;7926;-783
385;462;7931;-783
385;462;7936;-759
385;462;7941;-757
410;487;7946;-757
414;481;7950;-757
414;481;7955;-778
414;481;7960;-757
414;481;7965;-757
385;459;7970;-757
409;484;7975;-757
409;484;7980;-759
414;483;7985;-776
414;483;7989;-761
394;451;7994;-761
394;451;7999;-761
409;483;8004;-755
409;483;8009;-775
409;483;8014;-775
415;483;8019;-775
415;483;8024;-775
395;454;8028;-788
407;487;8033;-758
407;487;8038;-778
407;487;8043;-778
414;484;8048;-778
397;452;8053;-785
397;452;8058;-757
397;452;8063;-757
397;452;8067;-757
379;456;8072;-757
418;486;8077;-774
398;458;8082;-785
398;458;8087;-785
398;458;8092;-763
385;455;8097;-763
413;481;8102;-763
413;481;8106;-775
413;481;8111;-775
413;481;8116;-787
398;459;8121;-787
378;453;8126;-765
378;453;8131;-765
403;485;8136;-772
403;485;8141;-788
403;485;8145;-788
396;458;8150;-788
396;458;8155;-765
380;450;8160;-754
380;450;8165;-754
403;482;8170;-754
403;482;8175;-754
401;460;8180;-788
381;449;8184;-765
381;449;8189;-754
381;449;8194;-754
403;484;8199;-754
418;487;8204;-785
418;487;8209;-769
418;487;8214;-769
418;487;8219;-769
379;448;8223;-769
399;481;8228;-754
415;486;8233;-771
415;486;8238;-771
415;486;8243;-772
379;444;8248;-753
397;478;8253;-753
397;478;8257;-753
397;478;8262;-753
397;478;8267;-768
416;484;8272;-768
406;467;8277;-771
406;483;8282;-771
399;483;8287;-752
418;489;8292;-768
418;489;8296;-768
418;489;8301;-768
418;489;8306;-783
406;466;8311;-754
406;466;8316;-754
395;477;8321;-754
395;487;8326;-754
416;487;8331;-765
403;468;8335;-785
403;468;8340;-752
403;447;8345;-752
381;447;8350;-752
415;487;8355;-768
415;487;8360;-786
415;487;8365;-786
415;474;8370;-786
409;474;8374;-786
383;446;8379;-774
417;489;8384;-763
417;489;8389;-763
417;489;8394;-785
406;471;8399;-785
385;445;8404;-778
385;445;8409;-778
385;445;8413;-764
385;445;8418;-764
393;470;8423;-764
408;473;8428;-784
384;445;8433;-784
384;445;8438;-779
384;445;8443;-754
388;475;8447;-754
410;475;8452;-754
410;475;8457;-779
410;475;8462;-781
410;475;8467;-781
386;447;8472;-781
388;471;8477;-781
388;471;8482;-753
413;485;8486;-781
413;485;8491;-777
387;444;8496;-777
387;444;8501;-755
386;467;8506;-755
386;467;8511;-755
386;467;8516;-755
386;487;8521;-759
415;487;8525;-759
387;447;8530;-784
387;466;8535;-754
387;466;8540;-754
413;489;8545;-761
413;489;8550;-761
413;489;8555;-783
413;489;8560;-783
413;479;8564;-755
413;479;8569;-755
384;464;8574;-755
413;487;8579;-761
414;482;8584;-761
414;482;8589;-781
414;482;8594;-756
384;463;8599;-756
412;485;8603;-756
412;485;8608;-759
412;485;8613;-777
412;485;8618;-777
412;483;8623;-777
391;449;8628;-756
391;449;8633;-756
411;481;8638;-760
411;481;8642;-777
412;484;8647;-777
412;484;8652;-777
393;451;8657;-784
393;451;8662;-758
393;451;8667;-758
411;488;8672;-758
411;488;8677;-758
414;486;8681;-775
395;454;8686;-782
395;454;8691;-759
395;454;8696;-759
382;455;8701;-759
415;484;8706;-778
415;484;8711;-787
415;484;8716;-787
415;484;8720;-787
393;450;8725;-787
382;457;8730;-761
416;486;8735;-775
416;486;8740;-775
416;486;8745;-784
395;457;8750;-784
383;456;8755;-761
383;456;8759;-761
383;456;8764;-774
383;456;8769;-774
408;486;8774;-774
398;458;8779;-789
398;458;8784;-789
381;455;8789;-764
381;455;8793;-755
404;484;8798;-755
404;484;8803;-785
397;456;8808;-785
397;456;8813;-785
397;456;8818;-785
379;451;8823;-766
379;451;8828;-766
402;482;8832;-754
416;485;8837;-786
416;451;8842;-766
378;451;8847;-766
378;451;8852;-755
378;451;8857;-755
378;483;8862;-755
402;483;8867;-755
402;483;8871;-771
418;486;8876;-771
381;451;8881;-766
402;485;8886;-754
402;485;8891;-754
417;489;8896;-769
417;489;8901;-769
417;489;8905;-770
417;489;8910;-770
400;461;8915;-752
400;461;8920;-752
398;480;8925;-752
418;487;8930;-772
418;466;8935;-772
402;466;8940;-787
402;466;8944;-752
398;479;8949;-752
398;485;8954;-752
416;485;8959;-769
416;485;8964;-788
416;485;8969;-788
405;468;8974;-788
405;448;8979;-788
385;448;8983;-751
416;486;8988;-767
416;486;8993;-784
416;467;8998;-784
405;467;9003;-784
383;443;9008;-773
383;443;9013;-766
383;443;9018;-766
383;487;9022;-766
413;487;9027;-766
407;469;9032;-784
383;447;9037;-774
383;447;9042;-774
383;447;9047;-765
394;478;9052;-765
405;470;9057;-783
405;470;9061;-783
405;470;9066;-777
405;470;9071;-777
383;449;9076;-777
392;475;9081;-754
406;475;9086;-754
406;475;9091;-784
406;475;9096;-777
385;447;9100;-777
390;471;9105;-777
390;471;9110;-754
390;471;9115;-754
390;471;9120;-782
416;483;9125;-782
386;445;9130;-782
386;445;9135;-778
392;471;9139;-757
392;471;9144;-762
392;471;9149;-762
414;486;9154;-778
414;486;9159;-778
387;444;9164;-778
387;444;9169;-778
390;468;9174;-752
390;468;9178;-752
414;486;9183;-763
410;480;9188;-777
410;480;9193;-777
388;469;9198;-756
388;469;9203;-756
388;469;9208;-761
388;469;9213;-779
414;485;9217;-779
414;485;9222;-779
412;478;9227;-779
387;466;9232;-754
413;485;9237;-760
413;485;9242;-760
413;485;9247;-781
411;480;9252;-781
392;448;9256;-754
392;448;9261;-754
392;448;9266;-761
392;448;9271;-761
412;486;9276;-761
414;481;9281;-761
414;481;9286;-777
391;449;9290;-784
391;449;9295;-760
411;484;9300;-760
411;484;9305;-760
411;481;9310;-781
411;481;9315;-787
411;481;9320;-787
391;450;9325;-787
391;450;9329;-787
382;459;9334;-758
414;483;9339;-776
414;483;9344;-784
414;483;9349;-784
394;454;9354;-784
383;458;9359;-759
383;458;9364;-776
383;458;9368;-776
383;458;9373;-776
412;483;9378;-776
394;455;9383;-784
382;456;9388;-761
382;456;9393;-761
382;456;9398;-772
406;486;9403;-784
395;456;9407;-784
395;456;9412;-784
395;456;9417;-784
395;456;9422;-761
382;454;9427;-761
407;485;9432;-756
407;485;9437;-756
399;454;9442;-784
382;452;9446;-760
382;452;9451;-760
382;452;9456;-760
382;452;9461;-754
405;481;9466;-784
405;481;9471;-784
415;483;9476;-784
415;483;9481;-784
383;453;9485;-764
405;485;9490;-754
405;485;9495;-785
405;485;9500;-785
414;487;9505;-785
382;451;9510;-765
382;451;9515;-757
382;451;9520;-757
382;451;9524;-757
403;486;9529;-757
417;486;9534;-771
381;450;9539;-767
381;450;9544;-767
381;450;9549;-754
402;479;9554;-754
416;485;9559;-771
416;485;9563;-771
416;485;9568;-785
416;485;9573;-785
402;462;9578;-785
400;483;9583;-752
400;487;9588;-752
416;487;9593;-768
416;487;9598;-786
401;463;9602;-786
401;445;9607;-786
380;445;9612;-751
380;445;9617;-771
380;445;9622;-771
415;485;9627;-771
415;467;9632;-771
405;467;9637;-785
381;447;9641;-754
381;447;9646;-765
381;487;9651;-765
419;487;9656;-765
405;468;9661;-785
405;468;9666;-773
405;468;9671;-773
405;447;9676;-773
380;447;9680;-773
414;482;9685;-770
405;470;9690;-784
405;470;9695;-784
405;470;9700;-773
383;446;9705;-765
396;475;9710;-765
396;475;9714;-765
396;475;9719;-765
396;475;9724;-787
406;471;9729;-787
384;448;9734;-775
396;477;9739;-775
396;477;9744;-748
408;474;9749;-782
408;474;9753;-782
408;474;9758;-782
408;474;9763;-775
386;445;9768;-775
386;445;9773;-753
390;474;9778;-753
415;487;9783;-753
415;487;9788;-784
386;445;9792;-778
386;445;9797;-752
386;445;9802;-752
389;474;9807;-752
389;474;9812;-764
414;485;9817;-776
414;485;9822;-776
386;449;9827;-776
386;449;9831;-776
389;471;9836;-756
417;483;9841;-764
417;483;9846;-778
417;483;9851;-778
406;474;9856;-778
388;468;9861;-754
388;468;9866;-765
388;468;9870;-765
388;468;9875;-765
415;486;9880;-765
410;478;9885;-780
389;466;9890;-752
389;466;9895;-752
389;466;9900;-763
415;488;9905;-763
411;476;9909;-780
411;476;9914;-780
411;476;9919;-754
411;476;9924;-754
388;446;9929;-754
412;485;9934;-760
412;485;9939;-760
410;481;9944;-778
410;481;9948;-781
388;449;9953;-781
388;449;9958;-759
416;485;9963;-759
416;485;9968;-759
416;485;9973;-759
412;482;9978;-779
412;482;9983;-779
391;451;9987;-782
386;463;9992;-761
386;482;9997;-779
413;482;10002;-779
413;482;10007;-779
413;482;10012;-779
413;446;10017;-785
392;446;10022;-785
392;446;10027;-761
382;461;10032;-761
413;483;10037;-777
394;449;10042;-782
394;449;10047;-782
394;449;10052;-757
394;449;10057;-757
384;458;10062;-775
384;458;10066;-785
409;487;10071;-785
409;487;10076;-785
393;450;10081;-785
383;458;10086;-759
408;486;10091;-754
408;486;10096;-754
408;486;10101;-786
395;455;10106;-786
381;454;10111;-760
381;454;10116;-760
381;454;10121;-757
381;454;10126;-757
406;488;10131;-757
416;485;10136;-788
416;452;10141;-788
379;452;10146;-762
379;452;10151;-754
408;483;10156;-754
415;485;10161;-773
415;485;10166;-773
415;485;10171;-763
415;485;10176;-763
380;450;10181;-763
406;485;10186;-754
406;485;10191;-754
417;486;10195;-772
417;486;10200;-764
396;456;10205;-764
396;456;10210;-764
404;482;10215;-751
404;482;10220;-773
404;482;10225;-773
416;485;10230;-773
416;459;10235;-787
401;459;10240;-787
401;485;10245;-752
401;485;10250;-769
417;487;10255;-769
417;487;10260;-787
400;458;10265;-787
400;458;10270;-787
400;458;10275;-752
381;449;10280;-752
381;449;10285;-752
417;486;10290;-770
403;461;10295;-784
380;449;10300;-768
380;449;10305;-768
380;449;10310;-770
380;449;10315;-770
418;483;10319;-770
418;483;10324;-770
404;462;10329;-788
404;462;10334;-788
381;444;10339;-773
398;484;10344;-769
398;467;10349;-785
405;467;10354;-785
405;467;10359;-785
405;467;10364;-785
405;445;10369;-772
381;445;10374;-772
381;445;10379;-753
398;480;10384;-753
405;466;10389;-785
382;444;10394;-776
382;444;10399;-754
382;444;10404;-754
382;444;10409;-754
394;479;10414;-785
394;479;10419;-776
417;486;10424;-776
417;486;10429;-776
382;442;10434;-776
394;479;10439;-751
418;487;10443;-767
418;487;10448;-767
418;487;10453;-774
383;445;10458;-774
391;476;10463;-753
391;476;10468;-763
391;476;10473;-763
391;476;10478;-763
418;485;10483;-763
407;473;10488;-777
392;472;10493;-753
392;472;10498;-753
392;472;10503;-765
415;484;10508;-765
408;473;10513;-782
408;473;10518;-782
408;473;10523;-753
408;473;10528;-753
388;472;10533;-753
416;485;10538;-763
416;477;10543;-782
408;477;10548;-782
408;477;10553;-754
386;449;10558;-762
414;484;10563;-762
414;484;10567;-762
414;484;10572;-762
414;484;10577;-781
410;475;10582;-781
386;446;10587;-780
386;446;10592;-780
412;489;10597;-763
410;476;10602;-783
410;476;10607;-783
410;476;10612;-783
410;476;10617;-782
387;445;10622;-782
387;445;10627;-762
386;465;10632;-762
386;480;10637;-781
412;480;10642;-781
389;449;10647;-784
389;449;10652;-755
389;449;10657;-755
384;462;10662;-755
384;462;10667;-778
412;481;10672;-785
412;481;10677;-785
391;450;10682;-785
391;450;10687;-785
384;462;10692;-758
413;485;10696;-779
413;485;10701;-785
413;450;10706;-785
389;450;10711;-785
383;458;10716;-758
383;458;10721;-758
383;458;10726;-758
412;487;10731;-758
412;487;10736;-758
393;453;10741;-784
384;461;10746;-759
384;461;10751;-757
384;461;10756;-757
411;485;10761;-786
415;481;10766;-786
415;481;10771;-786
415;481;10776;-786
415;481;10781;-759
382;457;10786;-759
410;488;10791;-755
413;486;10796;-776
413;486;10801;-761
382;456;10806;-761
382;456;10811;-761
382;456;10816;-756
382;456;10820;-775
408;483;10825;-775
408;483;10830;-775
416;483;10835;-775
395;454;10840;-763
405;488;10845;-753
405;488;10850;-753
405;488;10855;-775
417;485;10860;-775
398;454;10865;-785
398;454;10870;-753
398;454;10875;-753
398;454;10880;-753
405;484;10885;-753
416;486;10890;-773
400;457;10895;-788
400;457;10900;-788
400;457;10905;-752
379;450;10910;-752
417;483;10915;-771
417;483;10920;-771
417;483;10925;-787
417;483;10930;-787
401;463;10935;-787
380;450;10940;-770
380;485;10944;-770
416;485;10949;-770
416;485;10954;-786
402;462;10959;-786
381;446;10964;-768
381;446;10969;-768
381;446;10974;-768
381;446;10979;-768
402;482;10984;-768
402;463;10989;-785
402;463;10994;-785
381;448;10999;-770
381;448;11004;-751
400;482;11009;-787
400;466;11014;-787
405;466;11019;-787
405;466;11024;-787
405;466;11029;-771
380;444;11034;-771
380;482;11039;-751
397;482;11044;-751
416;488;11049;-786
382;446;11054;-776
382;446;11059;-776
382;446;11064;-776
382;446;11069;-776
395;474;11073;-752
395;474;11078;-752
416;486;11083;-766
416;486;11088;-766
383;447;11093;-772
394;477;11098;-754
394;477;11103;-766
394;477;11108;-766
416;487;11113;-766
416;487;11118;-778
409;472;11123;-753
409;472;11128;-753
393;474;11133;-753
393;474;11138;-753
416;485;11143;-763
407;473;11148;-787
407;473;11153;-752
407;473;11158;-752
389;470;11163;-752
414;485;11168;-763
414;485;11173;-782
414;485;11178;-782
414;485;11183;-782
410;472;11188;-782
384;447;11193;-754
415;487;11197;-762
415;487;11202;-762
415;487;11207;-762
410;474;11212;-784
386;446;11217;-778
386;446;11222;-761
386;446;11227;-761
386;446;11232;-761
416;485;11237;-761
411;480;11242;-780
411;480;11247;-781
411;480;11252;-781
387;450;11257;-764
388;467;11262;-764
410;476;11267;-779
410;476;11272;-783
410;476;11277;-783
410;476;11282;-783
388;446;11287;-783
387;468;11292;-756
412;480;11297;-777
412;480;11302;-777
412;480;11307;-783
389;449;11312;-783
386;464;11317;-783
386;464;11321;-755
386;464;11326;-755
386;464;11331;-778
413;486;11336;-778
392;449;11341;-787
392;465;11346;-756
383;465;11351;-756
383;465;11356;-760
383;465;11361;-760
410;484;11366;-760
410;484;11371;-782
394;449;11376;-782
394;449;11381;-757
384;460;11386;-757
411;484;11391;-759
411;484;11396;-759
415;483;11401;-786
415;483;11406;-760
415;483;11411;-760
384;459;11416;-760
384;459;11421;-755
409;483;11426;-777
409;483;11431;-777
413;483;11436;-777
413;457;11441;-761
379;457;11446;-761
409;486;11450;-758
409;486;11455;-774
414;483;11460;-774
414;483;11465;-774
394;449;11470;-763
394;449;11475;-754
394;449;11480;-754
406;485;11485;-754
406;485;11490;-754
413;484;11495;-774
397;455;11500;-785
397;455;11505;-755
397;484;11510;-755
407;484;11515;-755
415;483;11520;-775
415;483;11525;-788
415;483;11530;-788
398;456;11535;-788
398;456;11540;-788
380;451;11545;-754
416;486;11550;-774
416;486;11555;-785
416;486;11560;-785
399;458;11565;-785
378;448;11570;-764
378;448;11574;-773
378;448;11579;-773
378;448;11584;-773
416;487;11589;-773
402;461;11594;-789
381;450;11599;-768
381;450;11604;-771
381;450;11609;-771
403;483;11614;-787
400;462;11619;-787
400;462;11624;-787
400;462;11629;-787
400;462;11634;-768
382;450;11639;-768
401;482;11644;-752
401;463;11649;-786
401;463;11654;-786
380;446;11659;-769
380;446;11664;-769
380;446;11669;-769
380;446;11674;-752
398;479;11679;-752
398;479;11684;-788
416;486;11689;-788
380;446;11694;-772
398;480;11698;-752
398;480;11703;-752
398;480;11708;-772
398;480;11713;-772
419;491;11718;-773
419;491;11723;-773
381;443;11728;-752
381;443;11733;-752
398;479;11738;-752
419;487;11743;-765
419;470;11748;-765
404;470;11753;-776
404;470;11758;-751
393;480;11763;-751
417;484;11768;-767
417;484;11773;-767
417;484;11778;-784
417;484;11783;-784
404;470;11788;-784
391;476;11793;-752
391;476;11798;-752
417;488;11803;-765
417;488;11808;-783
408;472;11813;-783
408;472;11818;-783
383;448;11823;-751
383;448;11827;-765
383;448;11832;-765
417;487;11837;-765
417;474;11842;-782
409;474;11847;-782
384;447;11852;-776
384;447;11857;-764
417;485;11862;-764
417;485;11867;-764
409;474;11872;-782
409;474;11877;-782
409;474;11882;-782
386;447;11887;-782
386;447;11892;-782
389;471;11897;-763
411;479;11902;-782
411;479;11907;-778
411;446;11912;-778
387;446;11917;-760
386;469;11922;-760
386;469;11927;-760
386;469;11932;-760
413;479;11937;-781
413;479;11942;-781
388;444;11947;-779
387;466;11951;-753
387;477;11956;-779
413;477;11961;-779
413;477;11966;-784
413;477;11971;-784
413;447;11976;-784
389;447;11981;-784
389;447;11986;-755
384;463;11991;-755
414;487;11996;-779
390;448;12001;-786
390;448;12006;-755
384;464;12011;-755
384;464;12016;-755
384;464;12021;-761
384;464;12026;-782
410;485;12031;-782
410;485;12036;-782
392;451;12041;-782
384;460;12046;-757
412;487;12051;-754
412;487;12056;-754
412;487;12061;-785
415;484;12066;-785
383;457;12071;-760
383;457;12075;-756
383;457;12080;-756
383;457;12085;-756
409;484;12090;-756
417;485;12095;-776
381;456;12100;-761
381;456;12105;-761
381;456;12110;-754
408;487;12115;-754
417;484;12120;-774
417;484;12125;-774
417;484;12130;-760
417;484;12135;-760
397;454;12140;-760
407;486;12145;-754
407;485;12150;-775
415;485;12155;-775
415;485;12160;-787
398;455;12165;-787
403;484;12170;-753
403;484;12175;-753
403;484;12180;-775
403;484;12185;-775
415;486;12190;-775
400;457;12195;-787
400;457;12200;-787
380;452;12204;-755
380;452;12209;-772
416;486;12214;-786
416;486;12219;-786
398;456;12224;-786
398;456;12229;-786
398;456;12234;-769
381;446;12239;-769
381;487;12244;-771
416;487;12249;-771
402;461;12254;-786
379;449;12259;-766
379;449;12264;-766
379;449;12269;-769
379;449;12274;-769
403;481;12279;-769
403;481;12284;-786
403;464;12289;-786
403;464;12294;-786
381;448;12299;-770
401;482;12304;-752
401;463;12309;-786
401;463;12314;-786
401;463;12319;-786
401;463;12324;-772
379;447;12328;-752
379;447;12333;-752
398;483;12338;-752
398;483;12343;-752
416;487;12348;-787
382;444;12353;-772
382;444;12358;-752
382;444;12363;-752
398;479;12368;-752
418;483;12373;-767
418;483;12378;-774
418;483;12383;-774
418;483;12388;-774
383;447;12393;-774
396;479;12398;-752
417;485;12403;-768
417;485;12408;-774
417;485;12413;-774
407;470;12418;-774
391;477;12423;-751
391;477;12428;-765
391;477;12433;-765
391;477;12438;-765
417;488;12443;-765
406;472;12448;-784
391;476;12452;-753
391;476;12457;-753
391;476;12462;-766
417;487;12467;-766
409;472;12472;-786
409;472;12477;-750
409;472;12482;-750
409;472;12487;-750
384;444;12492;-750
419;488;12497;-761
409;475;12502;-785
409;475;12507;-785
409;475;12512;-779
384;442;12517;-765
417;487;12522;-765
417;487;12527;-765
417;487;12532;-765
417;487;12537;-782
409;476;12542;-782
385;448;12547;-780
385;468;12552;-762
387;468;12557;-762
411;477;12562;-781
411;477;12567;-780
411;477;12572;-780
411;477;12577;-780
387;445;12581;-780
387;445;12586;-753
387;466;12591;-753
411;479;12596;-782
411;479;12601;-782
388;447;12606;-782
385;467;12611;-754
385;467;12616;-754
385;467;12621;-754
385;467;12626;-777
414;483;12631;-784
414;483;12636;-784
391;449;12641;-784
391;463;12646;-755
385;463;12651;-755
412;486;12656;-762
412;486;12661;-785
391;450;12666;-785
391;450;12671;-785
383;459;12676;-756
383;459;12681;-758
383;459;12686;-758
413;485;12691;-758
413;485;12696;-758
414;483;12701;-784
383;457;12705;-759
383;457;12710;-758
383;487;12715;-758
409;487;12720;-758
414;483;12725;-775
414;483;12730;-762
414;483;12735;-762
381;456;12740;-762
381;456;12745;-762
407;488;12750;-754
415;482;12755;-774
415;482;12760;-759
415;482;12765;-759
396;456;12770;-759
407;483;12775;-757
407;483;12780;-776
407;483;12785;-776
407;486;12790;-776
416;486;12795;-776
398;454;12800;-786
408;483;12805;-755
408;483;12810;-771
408;483;12815;-771
416;484;12820;-788
398;453;12825;-788
398;453;12829;-788
398;453;12834;-788
398;453;12839;-754
379;451;12844;-754
418;489;12849;-774
400;459;12854;-785
400;459;12859;-785
380;454;12864;-768
380;454;12869;-768
380;454;12874;-768
380;454;12879;-769
416;486;12884;-769
416;486;12889;-789
402;456;12894;-789
385;448;12899;-766
404;482;12904;-771
404;482;12909;-771
404;482;12914;-788
404;482;12919;-788
402;463;12924;-768
402;463;12929;-768
379;446;12934;-752
379;446;12939;-752
397;480;12944;-752
401;461;12949;-786
401;448;12953;-769
381;448;12958;-769
381;448;12963;-754
397;485;12968;-754
417;485;12973;-785
417;485;12978;-785
417;485;12983;-770
417;485;12988;-770
381;445;12993;-770
399;483;12998;-749
399;483;13003;-749
419;489;13008;-768
419;489;13013;-775
383;444;13018;-775
383;444;13023;-775
396;475;13028;-751
396;475;13033;-768
396;475;13038;-768
418;487;13043;-768
406;469;13048;-777
406;469;13053;-777
395;475;13058;-751
395;475;13063;-763
422;488;13068;-763
422;488;13073;-763
409;472;13078;-783
409;472;13082;-753
409;472;13087;-753
394;476;13092;-753
394;476;13097;-753
416;488;13102;-765
408;474;13107;-785
408;474;13112;-752
408;446;13117;-752
383;446;13122;-752
416;488;13127;-752
416;488;13132;-764
416;488;13137;-764
408;475;13142;-784
408;475;13147;-784
385;444;13152;-782
414;491;13157;-765
414;491;13162;-781
414;491;13167;-781
414;475;13172;-780
408;475;13177;-780
408;445;13182;-780
386;445;13187;-780
386;468;13192;-762
386;468;13197;-762
411;478;13202;-779
386;446;13206;-779
386;446;13211;-754
387;471;13216;-754
387;471;13221;-754
387;471;13226;-781
387;471;13231;-781
412;476;13236;-781
412;476;13241;-781
389;445;13246;-781
387;466;13251;-754
415;486;13256;-779
415;486;13261;-779
415;486;13266;-785
392;450;13271;-757
385;461;13276;-757
385;461;13281;-757
385;461;13286;-757
385;461;13291;-759
412;485;13296;-759
394;445;13301;-783
387;461;13306;-754
387;461;13311;-754
413;486;13316;-755
413;486;13321;-786
413;486;13326;-786
413;486;13330;-786
415;482;13335;-786
415;482;13340;-760
383;460;13345;-760
412;485;13350;-756
412;483;13355;-776
415;483;13360;-776
381;458;13365;-759
381;458;13370;-759
381;458;13375;-754
381;458;13380;-754
410;486;13385;-774
410;486;13390;-774
413;485;13395;-774
397;452;13400;-761
397;452;13405;-761
405;485;13410;-756
405;485;13415;-777
412;484;13420;-777
412;455;13425;-777
395;455;13430;-785
395;455;13435;-758
395;455;13440;-758
406;485;13445;-758
406;485;13450;-775
418;485;13454;-775
400;457;13459;-787
400;457;13464;-754
382;454;13469;-754
382;454;13474;-754
415;483;13479;-775
415;483;13484;-787
415;483;13489;-787
400;458;13494;-787
400;458;13499;-787
380;450;13504;-763
418;489;13509;-772
418;489;13514;-784
418;460;13519;-784
401;460;13524;-766
381;451;13529;-766
381;451;13534;-766
381;451;13539;-766
404;483;13544;-768
404;483;13549;-768
402;461;13554;-784
381;448;13559;-765
381;480;13564;-753
399;480;13569;-753
399;480;13574;-788
399;480;13579;-788
399;463;13583;-788
400;463;13588;-788
400;446;13593;-772
378;446;13598;-772
400;481;13603;-751
419;488;13608;-788
419;488;13613;-771
381;449;13618;-771
381;449;13623;-771
381;449;13628;-755
381;449;13633;-766
398;478;13638;-766
398;478;13643;-766
419;485;13648;-766
380;447;13653;-775
395;476;13658;-752
395;476;13663;-752
395;476;13668;-769
417;487;13673;-769
404;469;13678;-772
404;469;13683;-751
404;469;13688;-751
404;469;13693;-751
392;476;13698;-751
418;490;13703;-766
405;470;13707;-783
405;470;13712;-783
