x_f,y_f,z_f,x,y,z,time_ms
356.94,340.01,866.91,264,305,815,4609.32370321733
328.48,334.11,872.27,252,298,807,4617.85948785292
294.81,325.48,863.9,254,341,813,4626.39527248851
268.82,314.08,845.02,265,323,814,4634.9310571241
255.84,307.25,824.33,250,344,827,4643.46684175968
254.01,308.92,810.09,250,344,827,4652.00262639527
256.15,317.79,805.25,215,373,847,4660.53841103086
253.92,330.29,806.18,215,383,912,4669.07419566645
245.19,341.82,809.74,321,334,928,4677.60998030204
235.7,351.4,818.33,290,414,906,4686.14576493762
237.52,358.54,836.3,290,414,906,4694.68154957321
254.67,365.36,863.93,204,440,873,4703.2173342088
276.27,376.48,892.77,204,440,873,4711.75311884439
283.35,395.36,910.99,204,440,873,4720.28890347997
268.04,417.54,912.47,207,369,845,4728.82468811556
239.63,432.46,900.74,155,415,847,4737.36047275115
213.72,433.11,884.52,155,415,847,4745.89625738674
197.02,422.8,869.97,136,403,862,4754.43204202232
184.61,411.1,858.44,127,375,874,4762.96782665791
169.47,405.44,849.82,127,375,874,4771.5036112935
152.82,402.1,846.79,107,349,847,4780.03939592909
137.93,395.35,851.24,102,364,832,4788.57518056468
127.58,383.77,859.61,102,364,832,4797.11096520026
118.63,370.95,865.63,78,318,801,4805.64674983585
109.17,360.6,863.1,119,346,810,4814.18253447144
99.61,353.3,851.44,119,346,810,4822.71831910703
94.36,346.29,834.55,147,350,845,4831.25410374261
100.23,336.4,817.54,148,360,882,4839.7898883782
114.91,328.09,806.29,-3,554,893,4848.32567301379
125.3,334.49,806.75,68,569,864,4856.86145764938
118.49,367.61,820.21,157,500,908,4865.39724228496
95.21,430.8,842.13,157,500,908,4873.93302692055
80.07,492.95,861.71,244,273,1013,4882.46881155614
92.54,522.59,876.11,46,594,915,4891.00459619173
128.03,508.34,890.92,96,416,864,4899.54038082731
158.72,470.31,912.03,96,416,864,4908.0761654629
160.45,440.87,933.28,20,494,853,4916.61195009849
133.1,434.26,939.8,20,494,853,4925.14773473408
94.63,443.97,923.13,20,494,853,4933.68351936967
61.41,456.7,891.59,3,503,857,4942.21930400525
36.57,469.62,863.44,58,517,833,4950.75508864084
20.37,485.14,850.15,58,517,833,4959.29087327643
16.36,499.46,847.07,47,469,886,4967.82665791202
23.3,509.84,845.88,47,469,886,4976.3624425476
37.72,507.73,842.43,57,484,881,4984.89822718319
49.89,498.91,842.58,50,481,890,4993.43401181878
55.45,487.6,851.14,15,459,864,5001.96979645437
55.69,477.97,865.69,11,464,866,5010.50558108995
50.92,472.29,878.03,-12,468,901,5019.04136572554
40.53,468.93,881.39,-23,484,913,5027.57715036113
24.15,467.88,877.19,-23,484,913,5036.11293499672
4.16,470.6,874.25,15,417,885,5044.64871963231
-11.26,474.54,879.86,29,382,873,5053.18450426789
-15.43,472.01,892.5,-11,396,855,5061.72028890348
-7.66,452.83,902.49,-11,396,855,5070.25607353907
4.59,421.97,903.07,-47,530,793,5078.79185817466
10.05,398.39,892.83,-74,506,799,5087.32764281024
1.56,401.26,874.82,-74,506,812,5095.86342744583
-19.68,432.27,852.53,-69,505,840,5104.39921208142
-44.65,473.74,828.45,-65,489,889,5112.93499671701
-63.57,503.69,808.69,-65,489,889,5121.47078135259
-72.31,512.06,801.83,-75,483,920,5130.00656598818
-73.07,504.96,813.01,-56,490,927,5138.54235062377
-70.08,494.3,839.01,-56,490,927,5147.07813525936
-66.46,487.34,869.95,-77,481,923,5155.61391989494
-64.06,485.54,897.33,-68,486,890,5164.14970453053
-63.19,485.08,915.99,-68,486,890,5172.68548916612
-63.6,485.46,925.03,-68,486,878,5181.22127380171
-65.08,485.1,923.7,-90,465,878,5189.7570584373
-66.76,484.03,914.83,-92,494,826,5198.29284307288
-69.22,483.32,902.9,-115,469,801,5206.82862770847
-74.4,482.56,890.03,-122,436,808,5215.36441234406
-83.88,479.1,875.02,-132,444,809,5223.90019697965
-97.31,471.06,854.41,-130,489,840,5232.43598161523
-111.5,460.68,830.21,-123,484,855,5240.97176625082
-122.54,454.36,810.79,-123,484,855,5249.50755088641
-128.26,457.21,804.29,-122,489,874,5258.043335522
-128.19,467.69,812.48,-127,486,878,5266.57912015758
-124.84,479.04,829.57,-150,498,860,5275.11490479317
-121.38,486.79,848.71,-157,496,814,5283.65068942876
-122.36,490.31,863.58,-202,465,819,5292.18647406435
-130.81,491.82,869.95,-202,465,819,5300.72225869993
-147.62,490.61,864.7,-198,454,828,5309.25804333552
-168.4,484.81,849.54,-182,460,819,5317.79382797111
-186.69,474.85,831.57,-208,445,833,5326.3296126067
-197,464.52,818.69,-188,439,842,5334.86539724229
-198.99,456.45,814.56,-197,439,847,5343.40118187787
-197.17,450.07,817.56,-197,439,847,5351.93696651346
-195.56,442.88,823.91,-177,455,842,5360.47275114905
-194.46,436.04,831.46,-188,524,830,5369.00853578464
-192.58,435.97,837.77,-200,528,866,5377.54432042022
-189.29,449.54,840.64,-200,501,891,5386.08010505581
-187.3,474.54,840.06,-209,468,883,5394.6158896914
-187.86,500.07,840.6,-209,468,883,5403.15167432699
-191.45,511.81,847.8,-261,425,859,5411.68745896257
-197.79,503.83,862.12,-270,427,841,5420.22324359816
-209.06,481.75,876.46,-281,422,837,5428.75902823375
-226.69,455.83,881.91,-281,405,840,5437.29481286934
-248.21,434.48,875.11,-267,442,837,5445.83059750492
-267.06,421.1,860.48,-267,442,837,5454.36638214051
-276.79,416.1,845.63,-279,452,852,5462.9021667761
-277.54,419.52,835.63,-287,456,882,5471.43795141169
-274.88,429.12,830.32,-267,458,942,5479.97373604728
-274.05,441.89,830.35,-267,458,942,5488.50952068286
-274.73,453.57,839.44,-257,403,927,5497.04530531845
-273.46,458.39,861.03,-297,371,892,5505.58108995404
-269.37,451.33,892.79,-297,428,831,5514.11687458963
-266.55,433.94,922.2,-329,435,820,5522.65265922521
-270.89,415.52,933.58,-338,412,815,5531.1884438608
-285.44,403.91,919.22,-338,412,815,5539.72422849639
-305.99,402.82,886.85,-299,508,761,5548.26001313198
-323.76,410.29,851.69,-299,508,761,5556.79579776756
-328.97,429.85,824.7,-299,508,761,5565.33158240315
-321.31,460.03,805.66,-385,296,788,5573.86736703874
-310.18,486.1,787.89,-372,282,839,5582.40315167433
-310.4,480.65,770.98,-372,282,839,5590.93893630991
-327.28,430.58,762.49,-330,402,827,5599.4747209455
-351.57,358.27,770.34,-313,459,812,5608.01050558109
-364.45,312.49,792.59,-313,459,812,5616.54629021668
-356.57,322.52,817.28,-378,355,774,5625.08207485227
-336.95,372.36,831.82,-408,355,757,5633.61785948785
-325.68,415.96,830.8,-408,355,757,5642.15364412344
-334.94,422.9,818.66,-408,380,701,5650.68942875903
-361.19,397.76,800.78,-425,374,701,5659.22521339462
-389.34,370.66,780.54,-425,374,701,5667.7609980302
-409.29,359.74,757.73,-426,340,734,5676.29678266579
-419.07,363.32,732.74,-403,361,772,5684.83256730138
-422.6,366.14,711.48,-403,361,772,5693.36835193697
-422.38,361.55,701.11,-401,418,828,5701.90413657255
-418.55,355.64,707.23,-388,425,819,5710.43992120814
-410.47,359.79,728.57,-388,425,819,5718.97570584373
-401.21,376.02,758.59,-418,423,805,5727.51149047932
-394.7,397.93,786.92,-402,449,848,5736.0472751149
-392.87,417.1,806.11,-402,449,848,5744.58305975049
-395.04,430.27,815.19,-424,416,866,5753.11884438608
-399.53,437.72,818.48,-427,395,879,5761.65462902167
-404.29,438.66,823.34,-427,395,879,5770.19041365726
-408.39,432.91,834.44,-455,434,858,5778.72619829284
-413.38,422.71,852.96,-504,355,727,5787.26198292843
-420.29,413.41,871.9,-504,355,727,5795.79776756402
-430.5,406.22,878.47,-618,280,709,5804.33355219961
-449.98,394.58,862.12,-740,270,698,5812.86933683519
-489.97,368.97,822.05,-740,270,698,5821.40512147078
-558.68,329.41,770.22,-625,353,744,5829.94090610637
-636.91,291.81,724.75,-434,419,749,5838.47669074196
-688.08,277.43,699.58,-549,419,749,5847.01247537754
-682.65,297.16,697.45,-466,434,719,5855.54826001313
-625.11,342.08,710.95,-426,415,718,5864.08404464872
-548.92,389.08,728.39,-426,415,718,5872.61982928431
-488.75,419.12,738.12,-458,430,752,5881.15561391989
-456.43,426.14,735.26,-407,455,820,5889.69139855548
-440.81,422.01,724.39,-402,505,820,5898.22718319107
-429.04,423.89,719.34,-465,500,822,5906.76296782666
-419.45,440.09,733.97,-501,431,706,5915.29875246225
-416.1,464.89,766.3,-501,431,706,5923.83453709783
-426.47,480.65,798.01,-588,366,691,5932.37032173342
-451.35,472.45,806.71,-578,436,723,5940.90610636901
-489.08,444.41,784.44,-553,544,724,5949.4418910046
-528.08,420.56,745.08,-548,499,721,5957.97767564018
-555.63,422.65,712.48,-581,421,701,5966.51346027577
-565.9,449.82,700.96,-581,421,701,5975.04924491136
-556.97,477.54,706.61,-607,387,685,5983.58502954695
-557.45,479.67,713.23,-981,378,749,5992.12081418253
-590.25,452.22,714.08,-349,418,627,6000.65659881812
-648.32,415.13,708.24,-250,454,720,6009.19238345371
-673.88,393.39,701.57,-250,454,720,6017.7281680893
-615.07,397.9,696.06,-574,381,695,6026.26395272488
-487.3,417.2,693.67,-539,365,663,6034.79973736047
-374.3,429.13,694.93,-560,374,660,6043.33552199606
-352.85,421.12,697.6,-566,426,686,6051.87130663165
-421.63,399.71,696.59,-554,457,681,6060.40709126724
-513.47,383.89,689.17,-562,446,668,6068.94287590282
-568.01,389.5,678.47,-562,446,668,6077.47866053841
-572.04,413.15,672.36,-586,417,636,6086.014445174
-562.84,436.4,671.54,-615,418,657,6094.55022980959
-561.19,444.47,672.85,-593,453,647,6103.08601444517
-571.64,438.08,668.84,-592,469,640,6111.62179908076
-584.22,430.23,660.19,-592,469,640,6120.15758371635
-594.09,431.04,651.28,-606,471,653,6128.69336835194
-597,442.35,645.67,-597,504,636,6137.22915298752
-595.33,457.91,643.51,-626,481,629,6145.76493762311
-594.75,470.93,642.55,-619,491,649,6154.3007222587
-598.23,480.83,641.94,-619,517,620,6162.83650689429
-605.13,488.57,641.61,-639,452,593,6171.37229152987
-611.99,494.84,640.67,-639,452,593,6179.90807616546
-618.06,494.87,637.47,-673,416,593,6188.44386080105
-624.98,484.4,629.29,-654,458,596,6196.97964543664
-634.22,465.65,616.71,-673,465,587,6205.51543007223
-645.78,447.41,603.4,-673,465,587,6214.05121470781
-656.96,439.34,593.37,-652,482,607,6222.5869993434
-664.8,444.72,588.3,-652,482,607,6231.12278397899
-666.66,458.9,587.72,-653,446,593,6239.65856861458
-663.44,471.53,590.17,-663,427,589,6248.19435325016
-658.37,473.65,593.32,-655,445,622,6256.73013788575
-654.68,464.96,596.5,-645,472,592,6265.26592252134
-652.71,452.61,598.67,-645,472,592,6273.80170715693
-650.73,446.5,600.18,-692,429,568,6282.33749179251
-649.39,449.56,601.9,-692,429,541,6290.8732764281
-650.51,455.67,602.15,-688,408,536,6299.40906106369
-657.39,454.98,597.43,-742,398,518,6307.94484569928
-671.05,442.47,585.05,-742,398,518,6316.48063033487
-689.18,423.26,566.01,-734,434,537,6325.01641497045
-708.22,407.47,545.54,-736,434,537,6333.55219960604
-723.88,403.52,529.6,-736,434,537,6342.08798424163
-733.49,411.04,521.87,-754,377,541,6350.62376887722
-737.19,421.73,521.86,-753,381,547,6359.1595535128
-739.58,424.17,527.04,-753,381,547,6367.69533814839
-742.89,416.06,536.06,-703,409,416,6376.23112278398
-745.07,402.42,542.7,-738,317,537,6384.76690741957
-742.49,390.17,541.05,-777,317,537,6393.30269205515
-736.85,377.97,528.93,-777,326,499,6401.83847669074
-735.76,361.46,512.58,-742,375,496,6410.37426132633
-742.66,342.61,502.36,-742,375,496,6418.91004596192
-752.22,331.86,502.71,-774,364,487,6427.4458305975
-756.76,336.2,508.27,-788,365,470,6435.98161523309
-755.85,351.42,508.86,-799,367,501,6444.51739986868
-756.7,366.6,500.97,-799,367,501,6453.05318450427
-765.11,373.95,490.45,-816,300,482,6461.58896913986
-779.28,372.43,484.25,-816,300,482,6470.12475377544
-794.22,362.69,485.84,-845,257,472,6478.66053841103
-806.8,343.62,489.29,-779,285,471,6487.19632304662
-815.89,317.78,490.96,-776,274,441,6495.73210768221
-817.54,292.71,488.58,-776,274,441,6504.26789231779
-808.99,276.58,481.05,-827,268,468,6512.80367695338
-795.03,269.92,469.9,-827,268,468,6521.33946158897
-785.97,268.68,459.03,-809,315,443,6529.87524622456
-788.97,269.77,452.32,-842,298,457,6538.41103086014
-802.78,272.66,451.1,-842,298,457,6546.94681549573
-817.34,281.45,452.64,-793,350,496,6555.48260013132
-825.4,294.3,454.86,-856,259,439,6564.01838476691
-826.54,306.28,457.01,-861,278,439,6572.5541694025
-827.03,310.85,460.2,-839,284,442,6581.08995403808
-830.9,306.07,463.17,-836,252,431,6589.62573867367
-837.76,294.44,462.67,-841,237,412,6598.16152330926
-843.16,280.22,456.27,-841,237,412,6606.69730794485
-843.46,265.73,445.66,-834,239,406,6615.23309258043
-839.65,252.49,433.93,-863,267,434,6623.76887721602
-835.58,243.32,424.5,-867,244,386,6632.30466185161
-836.58,239.99,417.27,-884,243,419,6640.8404464872
-844.63,241.33,412.76,-858,275,413,6649.37623112278
-856.56,245.67,410.13,-858,275,413,6657.91201575837
-865.5,251.7,410.93,-823,284,338,6666.44780039396
-866.58,258.43,412.31,-887,224,382,6674.98358502955
-859.9,264.74,409.23,-872,279,448,6683.51936966513
-852.91,266.92,399.92,-885,275,416,6692.05515430072
-853.2,264.39,388.44,-870,293,424,6700.59093893631
-861.68,262.27,383.79,-870,293,424,6709.1267235719
-871.3,266.93,391.66,-863,285,426,6717.66250820749
-875.44,278.08,408.34,-874,238,381,6726.19829284307
-872.99,287.53,423.63,-875,245,393,6734.73407747866
-869.4,286.65,428.33,-873,237,395,6743.26986211425
-868.45,274.58,422.4,-844,226,381,6751.80564674984
-868.56,257.74,410.79,-844,226,381,6760.34143138542
-866.19,242.5,399.72,-899,195,380,6768.87721602101
-861.31,230.97,390.57,-852,254,415,6777.4130006566
-857.74,223.75,384.31,-876,227,391,6785.94878529219
-858.9,220.88,382.72,-863,221,373,6794.48456992777
-863.13,222.47,385.37,-863,221,373,6803.02035456336
-866.58,225.17,389.72,-877,212,385,6811.55613919895
-866.92,225.53,391.18,-865,251,398,6820.09192383454
-865.78,222.52,387.77,-868,255,399,6828.62770847013
-865.38,221.07,381.44,-867,270,416,6837.16349310571
-865.32,227.37,378.23,-867,270,416,6845.6992777413
-863.24,241.71,382.43,-902,240,406,6854.23506237689
-859.35,257.7,392.45,-968,215,404,6862.77084701248
-861.28,267.47,403.37,-1019,204,398,6871.30663164806
-877.73,269.27,409.82,-1042,91,415,6879.84241628365
-919.97,247.29,399.97,-1042,-90,898,6888.37820091924
-977.91,196.23,390.05,-717,384,469,6896.91398555483
-1020.65,130.76,405.13,-717,384,469,6905.44977019041
-1009.56,97.51,466.02,-674,499,279,6913.985554826
-931.05,140.42,550.61,-749,378,214,6922.52133946159
-817.69,251.77,597.57,-848,255,318,6931.05712409718
-727.74,369.72,559.74,-848,255,318,6939.59290873276
-703.39,423.8,447.26,-874,172,462,6948.12869336835
-740.74,393.14,330.4,-844,194,290,6956.66447800394
-797.65,314.38,273.83,-844,194,290,6965.20026263953
-835.4,243.41,280,-1005,158,633,6973.73604727512
-848.42,207.52,312.61,-1092,-4,610,6982.2718319107
-872.14,179.79,336.36,-1092,-4,610,6990.80761654629
-925.47,141.46,370.62,-773,369,472,6999.34340118188
-991.36,97.05,434.72,-806,305,390,7007.87918581747
-1022.42,83.15,519.26,-806,305,390,7016.41497045305
-982.33,136.63,579.61,-763,328,310,7024.95075508864
-890.13,242.56,581.91,-1000,-140,-1,7033.48653972423
-806.44,328.84,516.84,-1072,-431,554,7042.02232435982
-789.09,305,411.39,-1072,-431,554,7050.5581089954
-848.04,137.91,310.58,-1010,-178,562,7059.09389363099
-948.78,-105.16,263.08,-1010,88,461,7067.62967826658
-1035.01,-293.76,293.96,-753,124,468,7076.16546290217
-1062.76,-327.46,387.95,-790,143,495,7084.70124753775
-1021.03,-210.13,484.83,-790,143,495,7093.23703217334
-932.12,-30.84,531.49,-890,92,475,7101.77281680893
-843.85,105.94,522.97,-890,92,475,7110.30860144452
-799.83,152.15,493.26,-890,117,542,7118.84438608011
-808.07,139.43,470.73,-847,267,713,7127.38017071569
-843.88,121.7,472.94,-822,141,448,7135.91595535128
-871.61,129.2,492.98,-879,34,384,7144.45173998687
-873.59,155.88,528.85,-879,34,384,7152.98752462246
-858.76,169.29,558.8,-917,-119,376,7161.52330925804
-856.03,134.17,554.06,-917,-119,376,7170.05909389363
-872.14,54.16,500.43,-697,300,584,7178.59487852922
-891.28,-24.72,424.4,-719,256,579,7187.13066316481
-882.91,-40.48,373.45,-719,256,579,7195.66644780039
-836.75,27.66,380.15,-810,156,546,7204.20223243598
-774.56,139.39,437.77,-826,140,546,7212.73801707157
-734.04,222.55,510.71,-826,140,546,7221.27380170716
-736.7,237.3,559.72,-846,188,596,7229.80958634274
-772.44,198.89,572.8,-835,228,652,7238.34537097833
-813.32,156.57,564.39,-780,306,526,7246.88115561392
-836.32,150.75,559.51,-780,306,526,7255.41694024951
-835.71,185.27,570.61,-780,289,504,7263.9527248851
-820.56,238.37,586.55,-761,289,504,7272.48850952068
-802.57,287.69,583.8,-765,108,594,7281.02429415627
-789.03,309.28,558.92,-625,70,585,7289.56007879186
-776.13,289.54,528.4,-625,70,585,7298.09586342745
-737.05,227.66,515.09,-619,65,602,7306.63164806303
-673.5,147.67,526.13,-1365,232,655,7315.16743269862
-646.94,88.27,551.62,-1365,232,655,7323.70321733421
-720.46,76.61,576.63,-714,161,688,7332.2390019698
-888.17,110.04,598.41,-842,236,579,7340.77478660538
-1052.45,161.9,621.75,-842,236,579,7349.31057124097
-1102.95,202.19,643.7,-658,174,573,7357.84635587656
-1018.61,218.45,653.03,-673,213,589,7366.38214051215
-871.32,217.35,641.48,-673,213,589,7374.91792514773
-751.2,210.32,613.43,-734,251,612,7383.45370978332
-691.06,206.31,584.8,-720,235,686,7391.98949441891
-678.24,210.98,570.31,-720,235,686,7400.5252790545
-685.82,221.9,574.56,-717,202,724,7409.06106369009
-699.99,233.39,594.72,-624,190,730,7417.59684832567
-712.42,237.09,626.26,-751,169,716,7426.13263296126
-709.41,227.27,661.82,-751,169,716,7434.66841759685
-700.69,207.65,694.28,-708,173,713,7443.20420223244
-701.64,187.85,715.5,-659,195,713,7451.73998686802
-711.15,174.94,723.24,-683,179,723,7460.27577150361
-717.85,172.13,721.11,-666,169,729,7468.8115561392
-710.9,175.68,716.33,-611,166,710,7477.34734077479
-691.12,179.89,714.31,-611,166,710,7485.88312541037
-666.74,179.11,715.54,-636,144,713,7494.41891004596
-644.95,172.64,717.61,-621,170,725,7502.95469468155
-630.84,163.22,717.17,-607,189,722,7511.49047931714
-621.7,157.66,715.02,-577,221,697,7520.02626395272
-615.7,160.91,711.95,-624,180,791,7528.56204858831
-611.95,171.39,709.69,-624,180,791,7537.0978332239
-610.72,182.93,709.79,-535,248,828,7545.63361785949
-608.45,189.99,715.6,-492,250,876,7554.16940249508
-599.96,195.59,732.31,-562,300,856,7562.70518713066
-581.06,207.77,762.7,-540,276,800,7571.24097176625
-553.39,231.28,801.1,-540,276,800,7579.77675640184
-543.98,67.31,832.76,-650,232,859,7588.31254103743
-549.67,-17.73,848.27,0,8970,731,7596.84832567301
-545.65,342.78,846.39,-496,245,731,7605.3841103086
-506.39,1344.87,831.45,-510,231,823,7613.91989494419
-439.88,2535.17,810.53,-350,267,796,7622.45567957978
-386.95,3072.85,788.23,-350,267,796,7630.99146421536
-375.11,2527.04,769.18,-337,168,949,7639.52724885095
-388.85,1324.12,762.11,-324,234,892,7648.06303348654
-390.05,306.35,773.77,-329,234,892,7656.59881812213
-367.01,-61.54,804.11,-399,275,917,7665.13460275771
-340.28,35.56,844.56,-341,200,874,7673.6703873933
-329.62,230.13,880.9,-342,145,881,7682.20617202889
-342.26,234.29,901.69,-342,145,881,7690.74195666448
-353.4,225.58,906.67,-354,193,843,7699.27774130007
-357.04,200.01,900.03,-319,220,857,7707.81352593565
-356.03,172.46,886.75,-245,258,919,7716.34931057124
-349.12,163.95,873.14,-213,254,900,7724.88509520683
-331.68,181.77,863.96,-213,254,900,7733.42087984242
-299.53,211.99,862.71,-214,289,892,7741.956664478
-259.97,238.36,871.82,-260,317,919,7750.49244911359
-231.45,256.86,886.17,-223,350,896,7759.02823374918
-224.56,272.43,898.06,-51,279,872,7767.56401838477
-227.22,289.54,904.06,-61,366,870,7776.09980302035
-216.07,307.71,904.05,-61,366,870,7784.63558765594
-177.99,324.54,897.25,6,305,957,7793.17137229153
-122.03,337.08,885.19,32,262,979,7801.70715692712
-68.05,343.74,875.78,37,292,918,7810.2429415627
-24.4,335.13,879.7,54,165,906,7818.77872619829
9.22,308.63,899.91,-81,364,945,7827.31451083388
29.13,276.07,924.72,-81,364,945,7835.85029546947
28.72,259.65,939.71,0,298,902,7844.38608010506
5.07,270.47,941.61,-59,277,836,7852.92186474064
-24.05,298.71,937.78,15,300,813,7861.45764937623
-38.04,319.28,930.24,-195,275,891,7869.99343401182
-32.15,306.72,913.65,-195,275,891,7878.52921864741
-31.01,272.3,882.08,-410,816,1090,7887.06500328299
-75.57,270.95,848.31,-410,816,1090,7895.60078791858
-170.62,344.69,843.23,81,296,900,7904.13657255417
-271.4,479.17,882.04,52,349,999,7912.67235718976
-307.33,588.42,947.97,52,349,999,7921.20814182534
-244.28,597.36,1004.83,117,424,890,7929.74392646093
-114.27,510.14,1026.18,149,427,877,7938.27971109652
15.62,405.43,1012.56,149,427,877,7946.81549573211
96.95,358.19,981.71,175,404,849,7955.35128036769
132.67,375.06,948.16,134,374,852,7963.88706500328
146.13,410.99,915.57,134,374,852,7972.42284963887
153.91,421.53,887.66,134,357,801,7980.95863427446
156.39,406.63,866.39,159,357,801,7989.49441891005
148.7,388.34,852.19,133,321,845,7998.03020354563
140.9,372.04,841.71,146,282,842,8006.56598818122
137.05,357.26,827.95,156,303,887,8015.10177281681
135.54,338.99,815.75,218,298,887,8023.6375574524
137.16,317.67,814.77,273,319,890,8032.17334208798
148.42,300.08,828.39,297,351,869,8040.70912672357
174.29,293.82,851.02,297,351,869,8049.24491135916
213.43,302.34,872.37,340,374,862,8057.78069599475
256.73,321.28,884.26,343,343,834,8066.31648063033
294.58,342.78,884.86,294,329,826,8074.85226526592
320.01,357.31,877.23,257,289,838,8083.38804990151
329.33,358.34,864.89,257,289,838,8091.9238345371
320.4,344.76,850.47,263,294,854,8100.45961917269
297.36,321.3,838.04,286,312,859,8108.99540380827
270.72,299.36,830.45,322,360,883,8117.53118844386
255.67,289.97,830.8,397,362,865,8126.06697307945
260.35,296.78,838.91,397,362,850,8134.60275771504
285.83,316.12,851.72,502,406,830,8143.13854235062
327,339.53,863.13,502,406,830,8151.67432698621
379.22,363.76,867.77,502,406,807,8160.2101116218
434.94,385.93,863.13,420,295,804,8168.74589625739
479.19,400.03,851,356,273,791,8177.28168089297
496.16,395.76,835.59,356,273,791,8185.81746552856
479.15,368.43,820.52,299,269,811,8194.35325016415
435.71,326.9,807.5,263,269,811,8202.88903479974
382.51,288.17,798,263,269,811,8211.42481943533
330.19,265.22,793.46,268,294,819,8219.96060407091
288.3,259.64,798.03,431,322,678,8228.4963887065
264.75,266.83,808.51,431,322,678,8237.03217334209
272.09,282.54,808.42,479,261,942,8245.56795797768
313.32,299.46,791.71,478,218,734,8254.10374261326
374.66,307.82,766.77,478,218,734,8262.63952724885
431.66,295.85,752.65,498,198,775,8271.17531188444
467.63,264.89,758.98,522,283,745,8279.71109652003
484.1,231.65,774.12,505,307,745,8288.24688115561
492.82,217.13,779.33,505,307,745,8296.7826657912
500.95,229.98,769.28,477,292,737,8305.31845042679
507.21,258.61,754.67,483,293,721,8313.85423506238
505.41,284.79,747.09,495,366,658,8322.39001969796
496.67,299.47,741.96,504,360,868,8330.92580433355
485.74,309.42,735.09,532,352,704,8339.46158896914
479.81,324.48,726.37,596,304,687,8347.99737360473
485.9,342.51,727.24,662,259,723,8356.53315824032
508.85,350.57,735.67,662,259,723,8365.0689428759
548.37,335.57,741.92,650,270,658,8373.60472751149
595.44,303.38,738.09,637,355,666,8382.14051214708
634.6,274.62,724.64,649,356,661,8390.67629678267
654.6,268.64,707.81,649,356,661,8399.21208141825
656.06,289,691.98,656,365,669,8407.74786605384
649.65,321.6,677.61,654,355,658,8416.28365068943
643.99,350.45,667.48,654,355,625,8424.81943532502
643.8,366.5,661.79,739,296,594,8433.3552199606
649.65,368.44,661.16,689,246,621,8441.89100459619
661.23,357.45,657.3,689,246,621,8450.42678923178
676.71,333.43,645.78,713,216,571,8458.96257386737
690.91,299.8,630.09,713,216,571,8467.49835850295
699.85,264.09,616.91,713,216,571,8476.03414313854
702.71,233.85,605.92,704,214,618,8484.56992777413
703.28,214.3,596.02,752,315,546,8493.10571240972
705.29,209.51,587.05,752,315,546,8501.64149704531
710.37,223.31,580.45,764,272,581,8510.17728168089
720.02,251.37,577.45,804,222,527,8518.71306631648
733.9,280.83,574.98,804,222,527,8527.24885095207
753.24,290.29,568.81,817,137,561,8535.78463558766
774.93,271.01,564.39,782,266,280,8544.32042022324
794.24,235.95,562.82,774,253,280,8552.85620485883
804.4,209.08,548.72,732,219,544,8561.39198949442
800.88,205,506.18,769,211,516,8569.92777413001
785.09,217.54,441.66,769,211,516,8578.46355876559
765.46,228.41,390.98,801,233,482,8586.99934340118
753.63,228.86,389.15,817,242,497,8595.53512803677
756.45,223.43,434.34,834,210,456,8604.07091267236
772.51,221.1,488.5,834,210,456,8612.60669730795
795.32,223.73,515.27,823,214,453,8621.14248194353
816.54,226.96,507.81,802,175,454,8629.67826657912
830.72,221.98,484.12,770,166,441,8638.21405121471
833.13,209.55,465.37,712,221,459,8646.7498358503
820.92,196.12,455.43,698,212,462,8655.28562048588
792.09,188.79,449.47,715,188,456,8663.82140512147
754.35,190.33,448.88,797,183,416,8672.35718975706
723.14,196.37,452.01,797,183,416,8680.89297439265
712.04,200.17,455.6,797,183,398,8689.42875902823
725.14,196.14,454,898,149,393,8697.96454366382
755.77,185.83,444.59,914,226,392,8706.50032829941
793.88,176.14,428.73,914,226,392,8715.036112935
833.35,175.84,412.98,942,228,342,8723.57189757058
872.26,187.28,401.81,942,189,347,8732.10768220617
906.27,203.78,394.54,877,189,347,8740.64346684176
928.55,214.19,385.79,883,200,358,8749.17925147735
933.54,212.45,372.73,848,245,362,8757.71503611294
920.73,203.29,358.21,848,245,362,8766.25082074852
896.34,199.68,348.82,862,264,356,8774.78660538411
870.87,209.31,348.36,897,245,325,8783.3223900197
852.51,230.35,354.26,897,245,325,8791.85817465529
848.41,249.87,359.84,969,168,296,8800.39395929087
862.25,259.02,365.27,975,174,0,8808.92974392646
889.66,250.11,359.18,889,73,287,8817.46552856205
919.9,223.06,332.7,909,147,245,8826.00131319764
939.17,185.41,282.8,909,147,245,8834.53709783322
940.53,148.44,226.87,926,106,255,8843.07288246881
928.55,125.04,192.36,862,200,277,8851.6086671044
913.77,120.9,194.56,888,146,247,8860.14445173999
902.26,130.96,222.11,888,135,260,8868.68023637557
893.58,144.88,250.42,909,151,245,8877.21602101116
887.16,153.08,263.87,909,151,245,8885.75180564675
883.69,153.7,263.75,909,151,245,8894.28759028234
885.9,149.84,257.54,957,161,251,8902.82337491793
894.86,148.09,253.51,968,147,250,8911.35915955351
909.07,150.2,248.24,968,147,250,8919.8949441891
927.24,154,245.56,935,110,246,8928.43072882469
945.03,154.99,245.92,935,110,246,8936.96651346028
956.69,148.61,247.68,935,110,246,8945.50229809586
958.01,136.75,248.66,921,91,246,8954.03808273145
950.67,122.88,248.35,869,93,249,8962.57386736704
