x_f,y_f,z_f,x,y,z,time_ms
24.08,735.17,605.01,41,755,617,5264
23.33,735.52,605.38,-12,740,613,5272
21.11,735.02,605.73,-12,740,613,5280
17.81,734.28,605.76,-12,740,613,5288
15.51,733.69,605.01,-5,744,613,5296
9.03,732.37,604.41,-13,740,618,5304
2.11,730.62,603.89,-13,740,618,5312
-1.7,729.59,603.54,-6,749,639,5320
-6.62,729.08,605.35,185,752,560,5328
3.78,729.15,602.44,185,752,560,5336
24.12,730.66,598.22,571,610,584,5344
80.23,722.33,592.76,-209,539,519,5352
97.85,704.56,581.18,26,956,720,5360
123.58,707.9,582.22,-59,726,609,5368
122.78,701.17,580.32,19,473,559,5376
106.54,684.59,580.91,19,473,559,5384
78.76,663.82,580.73,82,736,696,5392
46.54,652.83,591.65,-72,874,565,5400
22.25,650.35,593.12,-42,737,558,5408
-12.81,654.18,590.42,-42,737,561,5416
-1.98,674.42,589.94,-114,692,561,5424
-16.36,677.4,577.18,-114,692,561,5432
-30.25,693.14,570.37,-114,692,561,5440
-51.51,710.32,564.73,-102,658,619,5448
-69.98,713.25,564.66,-32,788,629,5456
-83.97,707.07,561.71,-32,788,629,5464
-83.34,699.19,570.99,83,719,598,5472
-70.31,702.72,580.37,43,719,598,5480
-52.43,708.83,588.81,43,719,598,5488
-26.1,716.09,594.45,86,714,627,5496
2.25,719.34,598.64,97,787,614,5504
28.36,723.19,600.57,107,769,614,5512
51.35,727.94,599.65,49,738,541,5520
63.23,726.53,594.32,-119,730,512,5528
60.04,726.85,585.25,-119,730,512,5536
41.29,730.2,573.64,-159,676,598,5544
11.81,726.91,564.16,-131,692,660,5552
-23.32,720.36,560.73,-127,665,718,5560
-61.34,709.7,567.26,-193,666,653,5568
-98.12,694.44,580.59,-27,849,693,5576
-115.98,694.14,602.31,-27,849,693,5584
-120.82,702.82,627.95,-19,801,659,5592
-106.75,718.34,648.02,-28,730,641,5600
-88.85,733.67,659.92,-110,688,654,5608
-73.26,746.19,661.84,-110,688,666,5616
-64,748.13,658.86,-135,715,616,5624
-65.51,742.5,649,-135,715,616,5632
-70.63,732.03,642.65,-135,715,616,5640
-88.79,713.5,633.53,-102,732,635,5648
-103,702.48,626,-112,711,616,5656
-113.68,697.96,619.84,-112,711,616,5664
-119.4,699.2,615.54,-95,720,619,5672
-116.57,702.47,611.95,-95,720,619,5680
-112.67,704.64,608.69,-95,720,619,5688
-107.1,704.83,608.64,-67,763,654,5696
-100.25,708.14,610.84,-59,763,633,5704
-92.56,713.16,612.86,-59,763,633,5712
-85.9,719.23,614.87,-100,766,641,5720
-81.12,727.72,618.68,-98,738,641,5728
-77.83,734.03,622.12,-98,738,641,5736
-78.15,737.84,624.78,-111,710,624,5744
-81.75,736.71,625.48,-128,688,610,5752
-88.15,731.05,624.44,-90,688,610,5760
-94.14,720.36,620.19,-73,702,599,5768
-97.64,709.6,615.28,-93,754,667,5776
-99.64,703.53,614.27,-93,754,667,5784
-97.38,701.08,614.8,-109,740,615,5792
-95.84,703.96,615.31,-126,725,635,5800
-96.36,708.48,618.48,-194,761,624,5808
-103.54,716.83,621.23,-162,821,687,5816
-111.92,729.25,627.37,-132,780,676,5824
-122.87,739.13,632.21,-132,780,676,5832
-133.42,748.91,639.08,-75,755,629,5840
-135.27,753.96,640.57,-33,732,627,5848
-128.58,755.69,641.23,-3,713,618,5856
-112.25,752.68,641.12,-18,700,600,5864
-91.56,744.95,634.68,-59,708,617,5872
-69.35,733.27,627.71,-59,708,617,5880
-53,718.45,617.34,-59,708,659,5888
-44.42,708.22,613.06,-121,763,619,5896
-45.67,704.37,609.49,-148,686,612,5904
-57.09,700.41,610.2,-148,686,612,5912
-74.26,698.95,610.82,-93,763,646,5920
-90.16,702.56,613.04,-93,763,646,5928
-102.65,707.29,615.82,-93,763,646,5936
-108.29,713.32,618.08,-105,771,667,5944
-110.05,721.53,623.25,-138,775,657,5952
-111.44,731.81,626.94,-138,775,657,5960
-110.51,739.09,633.42,-175,769,552,5968
-114.34,748.55,631.56,-234,710,552,5976
-126.14,751.27,625.05,-234,710,552,5984
-144.99,746.17,611.12,-211,525,585,5992
-164.3,724.75,596.22,-160,767,663,6000
-178.97,712.84,587.69,-160,767,663,6008
-188.21,700.16,584.54,-142,688,640,6016
-187.96,688.88,589.07,-140,689,603,6024
-182.02,684.06,595.56,-140,689,603,6032
-171.34,682.94,606.55,-144,702,623,6040
-158.46,686.66,613.41,-138,700,598,6048
-148.13,686.22,613.8,-143,701,598,6056
-141.85,693.94,610.03,-203,698,616,6064
-144.31,687.77,603.35,-248,733,628,6072
-152.6,686.45,599.75,-248,733,628,6080
-166.23,691.41,599.6,-277,739,594,6088
-185.51,697.63,600.42,-297,766,647,6096
-208.29,706.52,604.69,-353,749,635,6104
-235.08,714.48,607.23,-313,767,618,6112
-258.95,723.82,610.27,-281,772,628,6120
-278,732.59,613.26,-281,772,628,6128
-289.32,740.81,614.74,-191,739,638,6136
-286.87,743.9,616.16,-196,726,604,6144
-277.92,744.24,614.85,-207,717,578,6152
-262.02,741.11,612.73,-241,668,596,6160
-246.13,730.52,606.95,-274,658,572,6168
-232.9,717.38,599.02,-274,658,572,6176
-228.6,701.01,591.07,-282,691,613,6184
-233.13,686.69,585.22,-318,718,665,6192
-243.68,676.92,585.55,-279,768,505,6200
-257.85,677.38,578.86,-208,711,605,6208
-264.46,680.89,580.61,-99,735,728,6216
-257.04,689.74,591.13,-99,735,728,6224
-238.49,701.18,604.13,-258,738,594,6232
-221.23,711.02,613.98,-220,781,646,6240
-202.7,721.17,627.05,-211,748,596,6248
-190.85,726.57,632.16,-143,685,578,6256
-180.79,726.63,627.14,-210,717,612,6264
-181.66,723.9,626.22,-210,717,612,6272
-185.98,721.89,616.73,-210,717,693,6280
-193.4,716.68,609.59,-156,851,688,6288
-195.5,720.79,608.82,-118,692,584,6296
-185.16,719.22,614.43,-118,692,636,6304
-175.49,718.15,620.09,-165,611,565,6312
-166.12,710.96,620.46,-165,611,565,6320
-160.01,700.62,616.28,-165,611,565,6328
-152.49,681.13,604.67,-229,805,701,6336
-154.01,671.79,601.26,-128,729,656,6344
-153.66,665.67,596.41,-128,729,656,6352
-156.69,662.93,599.16,-64,720,603,6360
-153.22,676.08,608.5,-64,720,603,6368
-143.65,689.56,613.54,-64,720,603,6376
-126.37,703.48,617.91,-56,809,650,6384
-106.75,717.22,619.66,-85,824,669,6392
-91.21,731.94,621.87,-85,824,669,6400
-76.51,739.7,619.74,-94,757,652,6408
-73.41,751.4,623.87,-131,715,669,6416
-76,758.65,630.84,-131,715,669,6424
-84.92,760.09,640.21,-256,635,606,6432
-104.16,748.15,642.88,-120,769,678,6440
-117.61,738.73,646.85,-25,769,678,6448
-124.72,725.03,646.89,-115,765,621,6456
-129.27,717.54,643.24,-139,745,612,6464
-129.01,715.83,638.8,-139,745,612,6472
-125.88,721.48,633.95,-16,779,627,6480
-112.82,731.57,627.94,-74,766,643,6488
-104.89,738.12,622.25,-24,737,648,6496
-87.1,745.22,621.75,-60,760,645,6504
-77.9,744.48,619.76,30,744,611,6512
-65.68,742.74,618.06,30,744,611,6520
-46.84,740.77,619.26,24,726,613,6528
-27.54,737.74,618.67,-58,735,692,6536
-14.69,734.6,621.63,-25,731,694,6544
-10.49,729.31,625.61,-24,731,660,6552
-7.02,725.1,630.32,-10,723,645,6560
-9.47,722.4,636.18,-10,723,645,6568
-10.71,718.67,641.41,-10,723,618,6576
-15.41,716.28,643.53,-57,725,570,6584
-20.27,714.11,637.51,41,739,644,6592
-18.03,714.18,632.25,41,739,644,6600
-10.28,714.46,622.73,-15,718,686,6608
-6.54,714.52,619.69,-15,718,686,6616
-2.59,714.52,623.46,-15,718,686,6624
-0.81,714.15,632.47,4,704,707,6632
0.39,711.8,645.05,-2,718,700,6640
-0.93,709.35,658.1,40,718,700,6648
3.07,706.7,671.82,31,755,710,6656
3.36,706.82,679.44,35,739,696,6664
7.06,707.99,684.86,35,739,696,6672
15.08,712.08,686.73,71,739,625,6680
24.97,716.68,682.48,38,704,612,6688
32.31,718.22,674.34,52,695,627,6696
38.42,717.62,662.3,52,692,628,6704
43.88,712.87,648.87,33,682,625,6712
44.84,705.54,635.84,33,682,625,6720
45.15,695.4,624.69,33,682,625,6728
43.69,686.8,617.78,80,698,645,6736
45.01,680.8,614.64,137,723,663,6744
49.75,678.66,618.24,137,723,663,6752
60.7,681.16,623.74,137,723,665,6760
75.07,686.29,629.69,122,721,658,6768
90.44,692.45,635.68,122,721,658,6776
105.49,698.85,641.24,116,702,646,6784
116.01,702.49,644.38,114,675,644,6792
121.91,701.98,645.43,122,675,656,6800
122.91,697.87,644.72,142,677,663,6808
121.66,690.55,643.29,183,719,651,6816
124.9,685.68,641.93,183,719,651,6824
131.11,682.77,641.18,174,692,628,6832
140.32,681.41,639.51,212,686,631,6840
153.07,681.59,637.19,216,705,641,6848
166.56,683.95,634.92,200,692,636,6856
178.42,685.8,631.93,193,696,645,6864
187.47,686.33,629.35,193,696,645,6872
193.22,686.15,627.57,193,688,657,6880
194.75,683.53,628.66,198,653,659,6888
195.03,678.89,630.85,200,636,646,6896
195.28,673.23,633.93,200,636,646,6904
193.84,665.61,636.44,240,649,641,6912
195.98,656.19,637.16,240,649,641,6920
200.79,647.76,637.15,240,649,641,6928
207.68,640.82,635.73,275,666,665,6936
217.83,637.61,635.76,278,713,668,6944
229.06,640.69,636.39,278,713,668,6952
240.42,648.69,638.53,253,676,657,6960
249.18,657.13,641.78,264,680,651,6968
256.75,665.48,644.48,264,680,651,6976
259.85,671.03,646.27,250,668,638,6984
260.22,673.01,645.49,267,663,620,6992
260.4,671.83,641.98,277,663,620,7000
259.29,668.22,635.82,286,658,605,7008
260.07,661.86,627.9,318,648,589,7016
264.59,655.49,618.51,318,648,589,7024
272.57,651.41,609.28,331,662,593,7032
282.43,648.14,600.71,331,661,597,7040
292.99,645.57,593.32,318,663,606,7048
302.99,644.85,588.75,268,693,643,7056
306.6,647.48,589.71,303,658,651,7064
308.22,649.2,594.06,303,658,651,7072
306.5,651.46,601.93,298,657,627,7080
301.8,653.06,610.24,325,647,606,7088
299.68,652.58,615.98,362,697,605,7096
301.75,653.48,618.22,362,697,603,7104
307.65,655.15,616.43,375,675,600,7112
317.76,657.51,611.63,375,675,600,7120
331.82,659.44,604.34,375,675,600,7128
343.45,663.24,597.86,326,651,586,7136
349.99,663.93,591.99,319,643,583,7144
352.4,661.56,587.92,319,643,583,7152
349.09,657.61,584.86,299,651,643,7160
339.6,650.65,585.86,308,654,643,7168
329.52,644.64,588.92,308,654,643,7176
319.21,641.25,595.1,314,674,635,7184
311.46,640.85,602.92,318,701,610,7192
306.27,644.18,609.27,321,701,610,7200
305.9,650.98,614.04,349,677,616,7208
309.06,657.88,615.64,347,680,607,7216
313.45,664.54,614.26,347,680,607,7224
320.03,669.1,608.76,330,677,605,7232
325.03,671.21,603.88,315,652,596,7240
327.93,669.73,599.37,309,658,596,7248
327.81,666.09,595.7,313,653,606,7256
325.2,660.17,594.07,332,657,613,7264
322.41,654.62,593.22,332,657,613,7272
318.74,650.83,592.92,343,670,613,7280
318.01,648.56,594.13,343,667,588,7288
319.45,647.6,594.19,328,667,576,7296
322.12,647.97,592.77,313,661,605,7304
324.14,649.83,592.01,313,661,605,7312
324.54,650.98,590.41,309,653,616,7320
322.46,651.2,589.58,309,653,616,7328
318.05,650.25,589.99,301,668,631,7336
312.93,649.75,593.3,323,682,627,7344
309.26,649.84,597.64,323,682,627,7352
307.07,651.47,603.42,322,699,649,7360
307.17,655.7,610.65,331,699,649,7368
309.7,661.59,615.93,331,699,649,7376
312.79,668.07,621.42,323,700,639,7384
315.74,674.63,625.43,316,687,604,7392
317.48,679.23,626.32,316,687,604,7400
318.56,681.51,624.18,300,692,610,7408
316.23,681.89,620.07,307,693,628,7416
313.38,681.64,615.84,307,693,628,7424
310.05,680.39,611.13,288,709,630,7432
305.13,680.75,608.79,290,679,617,7440
300.48,680.01,607.86,252,671,591,7448
293.58,678.65,606.41,266,669,585,7456
287.08,676.72,604.99,303,660,583,7464
282.3,672.77,600.85,303,660,583,7472
279.73,667.45,594.67,295,661,587,7480
278.77,661.78,587.5,290,691,647,7488
279.63,659.03,585.85,280,686,659,7496
281.84,657.11,588.65,264,692,677,7504
281.68,659.48,597.82,235,688,675,7512
279.09,663.32,611.59,235,688,675,7520
272.69,667.56,626.76,235,688,661,7528
262.47,671.61,639.75,212,669,644,7536
250.59,673.03,648.04,227,667,618,7544
240.61,672.75,650.19,227,667,618,7552
232.23,669.46,645.07,240,680,615,7560
227.27,666.86,636.84,240,680,615,7568
225.17,664.32,627,240,680,615,7576
226.29,663.11,618.2,245,684,622,7584
228.68,663.37,611.65,204,688,665,7592
228.39,664.73,611.04,204,688,665,7600
227.86,667.47,614.19,179,698,673,7608
222.31,670.79,621.91,179,681,688,7616
214.5,672.9,632.14,179,681,688,7624
204.57,673.87,643.23,193,605,662,7632
195.85,668.68,651.9,106,780,686,7640
182.93,672.85,659.8,203,737,687,7648
176.37,675.57,665.36,187,702,669,7656
172.38,679.66,666.23,194,700,680,7664
171.07,685.56,667.08,194,700,680,7672
173.21,690.57,667.16,180,689,680,7680
175.87,693.79,666.67,159,678,663,7688
177.54,691.88,665.02,142,672,663,7696
174.78,691.35,664.34,129,678,664,7704
172.94,680.71,661.76,130,681,678,7712
162.79,674.2,659.8,130,681,678,7720
152.97,670.73,659.27,130,683,673,7728
143.48,668.58,658.64,143,684,686,7736
136.72,667.6,659.87,132,690,706,7744
132.3,668.41,663.24,132,690,706,7752
130.65,670.14,668.47,136,631,672,7760
130.74,668.05,671.84,136,631,672,7768
131.56,663.68,674.26,136,631,672,7776
132.16,656.47,674.11,71,731,701,7784
127.94,654.63,674.25,110,669,685,7792
124.51,651.1,673.27,110,669,685,7800
118.86,651.11,672.32,105,674,669,7808
113.47,653.48,670.31,105,667,668,7816
108.79,655.78,668.39,105,667,668,7824
105.28,659.73,667.44,102,663,669,7832
103.19,660.56,665.29,111,665,678,7840
102.04,660.7,663.54,108,675,678,7848
104.38,656.14,660.98,93,704,698,7856
103.28,658.35,662.09,89,683,696,7864
101.68,660.58,664.47,89,683,696,7872
99.68,663.61,668.79,83,694,701,7880
96.59,667.89,673.69,76,690,698,7888
92.49,671.49,678.07,75,668,692,7896
88.3,672.9,681.27,73,651,668,7904
83.66,671.37,681.13,67,641,653,7912
79.18,666.81,678.28,67,641,653,7920
75.74,658.96,672.28,67,641,653,7928
72.72,651.38,665.05,38,669,704,7936
67.98,645.93,661.19,54,675,715,7944
64.22,642.51,660.34,54,675,715,7952
60.5,642.42,663.81,58,684,717,7960
57.39,646.49,671.02,63,679,712,7968
55.5,652.16,680.41,63,679,712,7976
55.12,658.05,689.48,33,620,659,7984
53.73,658.41,692.17,-43,747,686,7992
46.33,664.7,692.9,27,738,730,8000
41.72,669.44,691.33,19,680,689,8008
33.3,672.95,687.27,3,680,720,8016
24.19,677.43,686.85,3,680,720,8024
16.34,680.24,688.15,22,680,738,8032
11.83,681.18,692.93,-3,650,691,8040
8.11,676.67,695.12,-10,665,699,8048
5.68,674.36,699.26,-10,665,710,8056
6.42,664.92,700.54,11,679,708,8064
3.65,658.83,698,11,679,708,8072
1.96,657.7,697.56,11,679,708,8080
2.14,657.94,695.53,55,638,695,8088
6.64,656.5,693.75,-18,698,705,8096
7.05,658.36,691.85,-18,698,705,8104
8.48,661.68,692.4,-52,729,714,8112
5.13,667.05,692.86,-20,648,724,8120
0.45,668.71,693.84,-20,648,724,8128
-7.29,669.18,696,-49,656,723,8136
-16.61,667.78,699.04,-47,663,728,8144
-24.18,663.8,702.65,-22,663,723,8152
-31.09,660.62,706.39,8,647,737,8160
-29.89,653.27,709.82,28,605,725,8168
-25.49,645.06,712.03,28,605,725,8176
-16.38,634.99,713.4,28,692,729,8184
-6.75,634.19,714.11,22,672,697,8192
3.15,633.1,712.29,-11,662,686,8200
10.68,633.97,708.62,-11,662,686,8208
14.19,637.15,702.85,-68,642,712,8216
8.5,640.26,698.08,-68,642,712,8224
-2.62,642.73,693.13,-68,642,712,8232
-17.43,644.16,690.78,-71,639,718,8240
-32.82,643.22,691.05,-78,669,752,8248
-47.21,639.17,695.13,-78,669,752,8256
-59.02,638.2,702.5,-64,692,769,8264
-65.42,641.64,712.36,-2,621,771,8272
-65.33,642.13,722.96,-2,621,771,8280
-58.54,642.86,732.33,-34,637,712,8288
-50.74,641.66,736.88,-69,689,722,8296
-44.46,641.69,738.7,-47,644,717,8304
-39.01,639.5,736.03,-84,649,709,8312
-39.49,637.56,728.35,-65,633,712,8320
-42.82,636.35,720.04,-65,633,712,8328
-48.7,633.89,711.6,-78,641,692,8336
-57.82,634.5,703.77,-63,650,708,8344
-63.86,634.04,698.08,-57,651,718,8352
-66.14,633.27,697.08,-67,667,718,8360
-65.75,632.16,696.27,-74,671,729,8368
-66.75,635.86,697.57,-74,671,729,8376
-65.87,640.33,700.45,-74,671,729,8384
-66.73,645.96,704.03,-115,648,732,8392
-71.08,649.38,707.8,-106,636,714,8400
-75.62,649.91,710.88,-106,636,714,8408
-82.28,647.63,711.78,-94,648,728,8416
-88.56,644.36,711.81,-94,648,728,8424
-93.3,639.89,711.47,-94,648,728,8432
-95.98,636.24,710.86,-61,654,697,8440
-94.49,634.61,708.73,-82,670,715,8448
-92.53,635.54,707.58,-82,670,715,8456
-87.51,638.95,705.68,-112,660,733,8464
-85.82,642.83,705.72,-117,644,738,8472
-86.36,645.28,706.71,-117,644,738,8480
-90.03,645.79,708.41,-127,640,723,8488
-96.26,644.41,710.57,-112,640,725,8496
-102.02,641.62,712.74,-94,638,706,8504
-107.36,637.85,714.17,-103,642,702,8512
-109.49,633.89,712.23,-91,648,709,8520
-108.75,631.39,709.13,-91,648,709,8528
-104.99,630.52,704.54,-108,655,702,8536
-101.76,631.82,699.87,-105,647,697,8544
-99.34,633.11,695.67,-124,649,758,8552
-99.19,634.85,697.3,-120,653,719,8560
-101.23,636.52,698.12,-137,655,731,8568
-106.6,638.09,702.22,-137,655,731,8576
-112.12,639.3,706.84,-76,632,819,8584
-114.12,638.54,717.19,-145,675,671,8592
-118.66,640.23,718.92,-89,659,765,8600
-116.96,640.73,725.5,-120,651,708,8608
-116.42,641.68,726.72,-144,646,704,8616
-116.02,642.08,722.43,-144,646,704,8624
-117.56,641.82,718.14,-139,631,709,8632
-120.18,639.8,711.78,-157,640,697,8640
-124.96,637.13,705.72,-155,642,715,8648
-133.72,635.42,696.63,-156,647,730,8656
-138.03,632.04,698.92,-167,658,720,8664
-145.54,631.51,696.69,-167,658,720,8672
-150.54,632.72,699.31,-167,658,711,8680
-154.08,635.28,701.63,-147,659,720,8688
-155.91,638.24,703.94,-142,669,701,8696
-156.6,642.51,703.67,-142,669,702,8704
-154.73,645.94,702.93,-151,658,671,8712
-152.43,648.28,698.1,-151,658,671,8720
-149.87,649.81,691.32,-151,658,671,8728
-147.41,650.07,684.11,-209,649,707,8736
-150.3,649.1,679.06,-186,633,775,8744
-154.23,646.25,681.15,-186,633,775,8752
-161.26,642.4,687.63,-188,649,742,8760
-168.9,638.55,698.21,-188,649,742,8768
-175.74,635.13,710.39,-188,649,742,8776
-180.53,633.41,722.46,-161,667,717,8784
-181.58,634.18,728.63,-162,677,718,8792
-180.98,637.2,730.06,-162,677,718,8800
-175.8,642.03,726.58,-185,669,719,8808
-173.18,647.64,719.12,-185,669,719,8816
-171.24,652.75,712.76,-185,669,719,8824
-170.83,655.92,709.44,-196,649,716,8832
-172.92,656.43,706.96,-179,657,733,8840
-174.95,655.89,706.36,-179,657,733,8848
-178.21,653.35,707.89,-160,661,726,8856
-178.63,650.55,709.45,-148,670,709,8864
-176.44,648.98,709.98,-148,670,709,8872
-171.13,648.95,709.69,-121,680,707,8880
-162.86,650.76,708.04,-135,673,703,8888
-154.81,652.91,704.98,-138,673,703,8896
-146.51,656.34,701.56,-133,657,683,8904
-140.17,657.61,696.01,-134,657,718,8912
-135.35,657.69,693.17,-134,657,718,8920
-132.85,656.26,691.68,-140,641,707,8928
-132.34,652.39,691.78,-141,644,706,8936
-132.29,648.22,692.58,-115,628,731,8944
-132.16,642.23,695.46,-113,624,688,8952
-130.36,636.34,695.97,-134,613,687,8960
-128.81,629.45,695.23,-134,613,687,8968
-127.35,623.18,693.88,-113,606,689,8976
-124.88,616.45,689.51,-86,677,738,8984
-120.79,615.07,688.44,-80,681,731,8992
-115.22,617.75,689.35,-86,670,735,9000
-108.5,623.36,693.6,-114,648,719,9008
-104.05,630.77,697.4,-114,648,719,9016
-100.61,637.93,703.74,-106,647,711,9024
-98.02,643.07,707.67,-90,647,716,9032
-96.72,644.72,709.32,-91,637,710,9040
-97.09,643.97,708.86,-72,586,723,9048
-96.41,635.08,706.12,-63,614,724,9056
-93.16,627.15,704.78,-63,614,724,9064
-87.74,619.19,704.29,-63,716,724,9072
-80.2,620,705.54,-73,672,701,9080
-74.05,621.91,705.37,-93,630,696,9088
-71.16,625.56,704.44,-93,630,696,9096
-71.48,630.39,701.64,-96,659,705,9104
-74.03,635.51,698.65,-96,659,705,9112
-78.83,640.63,694.85,-96,659,705,9120
-84.14,641.76,691.96,-106,734,720,9128
-89.31,648.72,691.48,-95,677,719,9136
-92.84,649.87,692.33,-95,677,719,9144
-95.03,656.13,695.36,-77,676,707,9152
-94.16,663.59,697.86,-57,685,697,9160
-90.92,669.28,698.94,-57,685,697,9168
-85.82,671.22,698.18,-41,675,682,9176
-78.12,671.07,695,-40,659,704,9184
-69.48,669.75,692.23,-58,670,704,9192
-61.5,664.76,688.78,-64,669,715,9200
-56.14,662.99,687.51,-62,665,697,9208
-52.98,660.61,686.67,-62,665,697,9216
-52.8,658.38,687.29,-82,677,710,9224
-56.25,657.01,689.13,-76,675,734,9232
-59.94,656.49,692.18,-73,676,742,9240
-64.33,657.26,697.21,-90,678,733,9248
-69.4,659.37,701.62,-41,745,679,9256
-69.83,665.73,703.26,-41,745,679,9264
-68.48,674.21,702.47,-41,709,668,9272
-64.94,682.85,698.49,-41,701,685,9280
-59.83,691.17,692.36,-42,687,676,9288
-53.26,695.83,683.85,-42,687,668,9296
-47.77,697.09,674.73,-12,684,646,9304
-41.94,694.35,665.85,-12,684,646,9312
-35.52,689.82,658.34,-12,684,646,9320
-31.33,682.12,653.57,-56,568,688,9328
-29.48,667.89,651.09,-65,662,679,9336
-29.63,660.13,650.13,-65,662,679,9344
-32.66,651.5,650.65,-29,800,700,9352
-35.84,654.87,655.19,-47,699,700,9360
-40.34,657.89,661.42,-47,699,700,9368
-44.9,666.78,669.05,-78,672,698,9376
-49.41,675.49,675.52,-52,723,693,9384
-51.74,684.08,680.62,-61,723,693,9392
-52.7,694.92,682.23,-57,706,687,9400
-53.77,696.02,682.89,-59,701,669,9408
-54.95,697.47,681.29,-59,701,669,9416
-57.46,692.07,677.42,-69,680,655,9424
-58.73,691.57,671.84,-101,698,673,9432
-62.55,690.26,666.92,-52,712,666,9440
-62.63,690.37,661.92,-30,737,672,9448
-62.91,690.14,658.62,-57,726,683,9456
-62.54,691.73,657.4,-57,726,683,9464
-60.81,696.29,657.97,-91,654,675,9472
-60.71,696.68,660.01,-90,622,646,9480
-61.87,691.77,659.86,-91,591,573,9488
-65.45,680.26,653.81,-91,427,518,9496
-69.38,650.36,638.5,-108,389,486,9504
-77.6,609.1,615.16,-108,389,486,9512
-86.23,559.29,586.03,-108,389,486,9520
-92.23,508.32,554.43,-123,1042,1150,9528
-98.68,507.43,572.77,-353,1263,904,9536
-119.58,554.63,600.53,-353,1263,904,9544
-148,647.77,656.27,-158,818,672,9552
-171.86,744.26,710.3,-158,818,672,9560
-194.91,845.25,755.64,-158,818,672,9568
-208.07,913.33,776.41,-61,401,604,9576
-202.79,906.83,764.45,-360,315,465,9584
-205.55,850.99,729.9,-360,315,465,9592
-210.28,732.49,654.37,-178,935,704,9600
-204.11,647.06,615.68,-47,935,704,9608
-196.65,593.08,588.31,-47,935,704,9616
-193.72,607.9,589.41,-131,777,640,9624
-183.03,647.24,598.51,-97,691,632,9632
-159.57,692.28,613.06,-97,691,632,9640
-140.74,744.5,627.78,-87,736,611,9648
-111.65,772.03,638.78,26,827,619,9656
-84.62,785.68,641.93,26,827,619,9664
-68.57,763.89,629.02,21,794,641,9672
-54.48,753.69,620.41,-74,639,578,9680
-43.23,742.36,610.56,-9,711,605,9688
-25.89,742.71,606.94,-3,765,646,9696
-15.97,743.66,606.25,-12,794,623,9704
-11.29,742.18,605.07,-12,794,623,9712
-9.14,740.52,606.27,0,795,638,9720
-11.78,740.42,608.73,-28,759,638,9728
-13.74,744.31,612.37,-27,739,630,9736
-15.57,748.49,614.29,-50,730,608,9744
-15.18,755.64,617.27,-76,725,627,9752
-22.49,752.3,618.32,-76,725,627,9760
-32.03,743.11,616.25,-76,725,627,9768
-42.42,732.28,615.42,-59,745,616,9776
-51.47,724.77,614.03,-58,754,639,9784
-59.34,720.68,613.77,-58,754,639,9792
-62.84,721.43,614.46,-36,750,620,9800
-62.54,724.72,614.96,-36,750,620,9808
-59.05,728.91,616.41,-36,750,620,9816
-53.2,732.78,615.98,-52,748,640,9824
-48.68,735.32,616.37,-49,738,619,9832
-45.04,736.07,615.26,-49,738,619,9840
-43.78,734.81,614.89,-59,743,627,9848
-44.53,732.96,613.87,-59,743,627,9856
-46.22,731.14,613.17,-53,744,637,9864
-49.06,729.93,614.36,-47,739,618,9872
-50.93,728.88,614.41,-46,745,642,9880
-51.92,728.62,616.25,-50,754,642,9888
-51.44,729.33,617.34,-45,746,619,9896
-50.33,730.39,618.47,-47,744,613,9904
-49.18,731.41,618.55,-47,744,613,9912
-47.68,731.98,616.96,-52,746,640,9920
-46.97,732.43,616.33,-43,740,618,9928
-46.37,732.07,613.69,-41,741,612,9936
-45.99,731.67,612.27,-41,741,612,9944
-45.39,730.77,609.83,-52,747,626,9952
-45.05,729.88,608.55,-45,743,620,9960
-44.67,729.5,608.27,-45,744,614,9968
-44.41,729.54,607.82,-54,750,624,9976
-45.06,730.19,608.22,-42,742,623,9984
-44.96,730.39,607.49,-42,742,611,9992
-45.3,730.87,607.54,-52,748,621,10000
-45.92,731.37,608.13,-52,748,621,10008
-46.5,731.81,608.46,-52,748,621,10016
-46.71,732,608.1,-51,750,614,10024
-47.53,732.7,607.71,-48,753,620,10032
-48.33,733.75,607.99,-48,753,620,10040
-48.48,734.65,607.74,-55,750,645,10048
-49.4,735.84,609.38,-55,750,645,10056
-50.15,736.81,612.49,-41,745,607,10064
-49.51,736.82,613.43,-50,747,618,10072
-49.37,736.58,614.73,-52,750,619,10080
-49.22,736.21,614.8,-42,743,619,10088
-48.43,735.23,614.07,-47,751,619,10096
-47.91,734.7,612.17,-52,749,642,10104
-47.67,734.27,612.12,-52,749,642,10112
-47.42,734.32,612.34,-42,743,618,10120
-46.79,734.06,612.54,-45,749,617,10128
-47.08,734.33,614.82,-53,751,646,10136
-47.2,734.53,617.3,-42,744,625,10144
-46.49,734.12,617.89,-42,743,611,10152
-46.2,733.98,617.04,-42,743,611,10160
-45.38,733.21,615.48,-42,749,644,10168
-44.28,732.9,614.55,-41,745,623,10176
-43.08,732.34,612.86,-43,743,614,10184
-42.56,732.1,612.32,-43,743,640,10192
-42.06,731.62,613.71,-41,751,622,10200
-41.25,731.64,612.91,-41,751,622,10208
-41.22,732.24,613.51,-41,751,622,10216
-41.12,733.09,614.14,-45,748,615,10224
-41.25,733.97,613.89,-38,750,625,10232
-40.96,734.69,612.16,-38,750,625,10240
-40.67,735.48,611.59,-46,742,615,10248
-40.7,735.51,611.14,-46,742,615,10256
-40.87,735.08,609.34,-39,752,625,10264
-40.92,734.54,609.29,-49,742,617,10272
